1,Ve,50.66221,17.92655, LA ESTACIÓN DE FERROCARRILES,¡Después de la restauración está totalmente rejuvenecida! Interiores preciosos y facilidades para los viajeros. La acústica del edificio con „el efecto de teléfono” a comprobar en la sala principal.,SR,0,
2,Ve,50.66549,17.9277,PLAZA DE DASZYŃSKI,"¡Verde oasis en el centro de la ciudad! Macizos de flores, farolas esculpidas, numerosos bancos. En medio, la fuente „Ceres de Opole”, que esconde la historia de la ciudad. Encantantadora a cada hora y en cada estación del año.",SR NP,0,
3,Ve,50.66708,17.92293,PARADA DE AUTOBÚS junto a la plaza de Libertad (Pl. Wolności),"¿Te duelen las piernas? Allí cogerás el taxi. Increíble proyecto de Florian Jesionowski + gratis: iluminación por la tardes. El símbolo de „la ciudad de cemento”, ¡cósmico como Star Trek!",NP,0,
4,Ve,50.66597,17.92233,"PUENTE „GROSZOWY” („de un grosz” – una moneda polaca, equivalente a un centavo)","Pregunta por „el Puente verde” („Zielony mostek”). ¡Un lugar que no se puede omitir! La construcción secesionista con las vistas al paseo. Antes el paso costaba un grosz, hoy es gratuito.",NP,0,https://www.facebook.com/pages/Most-Groszowy/435633756491854?fref=ts
5,Ve,50.66653,17.9193,ESTANQUE DEL CASTILLO,"La Casita de Hielo construida de madera, el vestigio del pasado en un estado perfecto. Una pista del campeonato de patinaje artístico en 1934. La fuente y un espectáculo de sonido, luz y agua (horario: 12:00, 18:30, 21:30). ¡Un paseo ideal!",SR NP,4.4,https://www.facebook.com/pages/Stawek-Barlickiego/569327193101221
6,Ve,50.66723,17.9197,TORRE DE PIAST,"¿Te gusta ver el mundo a vista de pájaro? „La atalaya en Pasieka”, una señal de tiempos y un símbolo de Opole. ¡163 peldañas hasta la vista preciosa! Atracción adicional: presentación multimedia durante la visita.",SR,5,https://www.facebook.com/pages/Wie%C5%BCa-Piastowska-w-Opolu/278239232359953
7,Ve,50.66859,17.9201,VENECIA DE OPOLA,No tienes que ir a Italia… ¡Puedes encontrar el ambiente de Venecia a orillas del canal Młynówka! La casas restauradas al borde del canal se iluminan al anochecer. ¡No dudes en sacar fotos!,NP,5,https://www.facebook.com/pages/Wenecja-Opolska/359905244064532?fref=ts
8,Ve,50.66965,17.91987,CATEDRAL DE SANTA CRUZ,"¡El edificio más alto de la ciudad! Para ver: altares barrocos, el cuadro de la Nuestra Señora de Opole, pila bautismal de piedra con el escudo de Opole del siglo XV, capilla con la tumba del príncipe Jan Dobry. ¡Un lugar para reflexión!",,0,http://www.katedra.opole.pl/news.php
9,Ve,50.66853,17.9207,CALLE SZPITALNA,"¡No olvides de girar allí! Los vestigios del pasado escondidos, baños medievales, mataderos, almacenes de trigo/ graneros, sinagoga de antes. Los restaurantes seducirán con buenos olores. San Alejo en la capilla de la esquina vela por la calle y os invita.",NP OO,0,
10,Ve,50.667681,17.922161,IGLESIA DE LA SANTA TRINIDAD / CONVENTO DE FRANCISCANOS,"La historia de la iglesia remonta al siglo XIII, ¡descúbrela en sus interiores! En la capilla de Santa ana hay tumbas de los Piast. En el recinto del convento se puede visitar los subterráneos con guía,",,0,http://www.opole.franciszkanie.pl/
11,Ve,50.6686,17.92232,PLAZA MAYOR/ AYUNTAMIENTO,"El corazón de la ciudad, un lugar de fiestas y encuentros. El vértigo arquitectónico: el estilo ecléctico, la casa „Debajo del León”, la bóveda con lunetos… ¡El Bulevar de las Estrellas debajo de los pies!",SR NP WF OO CL,4,https://www.facebook.com/pages/Rynek/271046269581312?fref=ts
12,Ve,50.66856,17.92372,ANTIGUA CASA DE ALQUILER,"El Museo de la Silesia de Opole os invita. Cinco pisos con los interiores restaurados del siglo XIX y XX; una nevera sin corriente eléctrica, muebles antiguos, estufas de hierro fundido, chismes extraños del pasado. ¡Siéntete como un burgués de antes!",,0,
13,Ve,50.66913,17.92579,COLINA UNIVERSITARIA,"Numerosas esculturas antiguas, entre otras „Guarda de agua limpia” junto al pozo de San Adalberto. En la Plazoleta de los Artistas hay monumentos de autores famosos que invitan a sacarles una foto. ¡Descubre la riqueza de este lugar!",SR NP,0,
14,Ve,50.675816,17.93444,TORRE DE AGUA,"Sube la tensión… A pesar de estar en la pensión hidráulica, su silueta preciosa y rica decoración todo el tiempo impresiona por su belleza. ¡Miss de arquitectura de ladrillo!",,0,https://www.facebook.com/pages/Wie%C5%BCa-ci%C5%9Bnie%C5%84-w-Opolu/677625412352243?fref=ts
15,Ve,50.65674,17.932,CEMENTERIO JUDÍO,"Un lugar de la memoria, un panteón de los Judíos de Opole con 150 laudes en lengua hebrea y alemana. Es un testimonio de la antigua presencia judía.",,0,https://www.facebook.com/pages/Cmentarz-%C5%BCydowski-w-Opolu/425687477563421?rf=1523195921278186
16,Visita,50.6672,17.9178,ANFITEATRO / CENTRO NACIONAL DE LA CANCIÓN POLACA,"¡La canción polaca tiene su casa allí! Conciertos espectaculares, ritmos alternativos, recitales de cámara y el Festival de la canción polaca, una fiesta de música en la ciudad.",PK WF NP PD CL,0,
17,Visita,50.6742,17.93153,CENTRO DE CULTURA OLESKA 45 / CINE MEDUZA,"Hecho por Asociación Opolskie Lamy; un sitio de actividades culturales y educativas. Ofrece talleres para todas las edades, encuentros con el cine, el baile y el arte. ¡En el cine Meduza tenemos solo buenas sesiones!",PD CL,0,https://www.facebook.com/centrumkultury.oleska?fref=ts
18,Visita,50.66585,17.92396,FILARMÓNICA DE OPOLE JÓZEK ELSNER,"La sede de la Orquesta Sinfónica y de Cámara de Opole y de los coros.  Música clásica y popular. Eventos culturales, espectáculos, conciertos callejeros. Un club de música y una cafetería incita a los sentidos. ¡Simplemente FeelHarmonia!",PK WF NP CL,4.6,https://www.facebook.com/filharmoniaopolska?fref=ts
19,Visita,50.66959,17.91954,GALERÍA BIAŁY KRUK,"Extraordinarios. El mundo de artesanía hecha por minusválidos. Tienda, estudio y taller, un sitio de muestras y talleres. Alrededor de una enorme mesa de madera, siempre participarás en encuentros interesantes.",NP PD CL,4.8,https://www.facebook.com/pages/Galeria-Bia%C5%82y-Kruk/185031371524231?fref=ts
20,Visita,50.66897,17.93291,GALERÍA DE ARTE MODERNO / ARTPUNKT,"¡Que arte! Destacada en el ranking de galerías de arte de la revista „Polityka”. Presentaciones de la moderna obra artística regional, polaca e internacional. La exposición de World Press Photo, proyecciones de cine al aire libre, vernissage. ARTPUNKT, un centro de educación artística, ponencias, talleres, cursos.",PK WF NP CL PD,4.3,https://www.facebook.com/pages/Galeria-Sztuki-Wsp%C3%B3%C5%82czesnej/156085777778851?fref=ts
21,Visita,50.668302,17.923168,CALLE KRAKOWSKA 1,"GALERÍA PIERWSZE PIĘTRO (PRIMERA PLANTA): ¡No solo para los profesionales! La sede de Asociación de Artistas Polacos (Región de Opole). Exposiciones dentro de varias disciplintas artísticas, encuentros de pintura al aire libre, Salón de Otoño. RAMIARNIA – un punto nuevo en el mapa de eventos culturales; galería de arte y taller de enmarcación de cuadros en un solo lugar.",CL,5,https://www.facebook.com/ramiarnia?fref=ts
