3,QUÉ VER,50.66708,17.92293,Parada de autobús junto a la plaza de Libertad (Pl. Wolności),"„¡Una joya arquitectónica! Pocos saben que en el siglo XIX había por allí una fuente de caballos, que servía de abrevadero para el ganado”, Bartek. „De noche se parece a una nave espacial desde la que un taxista te llevará a casa después de la juerga”, Grzesiek. ",SR NP 
12,QUÉ VER,50.66856,17.92372,Antigua casa de alquiler,"„Un testimonio de la vida burguesa de Opole gestionado por el Museo del Pueblo de la Región de Opole: cinco casas, cada uno amueblado en otro estilo de los años 1890-1960. Es un contacto con la historia „viva” para toda la familia”, Marcin y Sylwia. ",SR NP 
26,QUÉ VISITAR,50.67420,17.93153,Cine Meduza,"„Un lugar creado por la gente con pasión para la gente con pasión. Las películas de clase mundial a ver por poco dinero”, Toni. „Muchos eventos relacionados con el cine, pero no solo y las mañanas de cine son un gran placer para los grandes y los pequeños”, Julita. Tel. 725 066 504",SR NP 
41,SABOREA,50.665464,17.924735,Delikatesy (literalmente „comestibles”),"„Un complejo gastronómico innovador… Un lugar y seis locales abiertos desde la mañana hasta la noche en los que todo el mundo encontrará algo rico para sí mismo”, Iza. Horario: lunes a domingo: 6:00 – hasta la noche.",SR NP 
49,SABOREA,50.67195,17.92762,Quchnia,"„¡Entra con hambre y sal feliz! Durante el recreo o en el día muy atareado es como un oasis en el desierto, nos devuelve la vida. La comida sabrosa, poco costosa y saciante”, Sławek. Horario: lunes a sábado: 8:00 – 20:00, domingo: 11:00 – 20:00, tel. 77 441 30 00",SR NP 
87,APRECIA,50.667446,17.923948,Tienda Wędliny (“Embutidos”),"“Ayuda en caso de la falta de comida y bebida durante las escapadas de noche. Detrás de la barra una personalidad original que se graba en memoria para más tiempo que la fiesta”, Łukasz. Tel. 77 454 44 21",SR NP 
86,APRECIA,50.664676,17.924350,Rowerownia,"“Un taller de bicicletas social. Gracias a las herramientas y los accesorios allí reunidos se puede hacer pequeñas reparaciones de bici y pasar el tiempo con los ciclistas de Opole”, Piotr. Horario: lunes a jueves: 18:30 – 20:30, tel. 669 657 275",SR NP 
85,APRECIA,50.665480,17.931374,Rodzynek,"„Una locura de frutos secos, siempre pico algo durante las compras. En un espacio pequeño hay un montón de productos sanos + una charla gratuita con el propietario. ¡Es algo único!”, Ewa. Horario: lunes a viernes: 9:00 – 17:00, sábado: 9:00 – 14:00, tel. 880 649 772",SR NP 
84,APRECIA,50.668287,17.923138,Ramiarnia,"“Vestir al arte en las ramas no es nada fácil. Aquí se une la artesanía con una galería de pinturas y un estudio artístico”, Monika. Horario: lunes a viernes: 10:00 – 18:00, sábado: 10:00 – 14:00, tel. 731 131 213",SR NP 
83,APRECIA,50.667296,17.926953,Pracownia Fryzjerska Ale Włosy,"„Realizan sus propios sueños y los sueños de los demás a través de la peluquería. Comparten sus experiencias con los necesitados y su actividad merece admiración.”, Karo. Horario: lunes a viernes: 10:00 – 18:00, sábado: 10:00 – 14:00, tel. 77 454 75 20",SR NP 
82,APRECIA,50.680265,17.947194,Cerveza Artesanal RETRO,"“Las estantes se doblan bajo el peso de las cervezas artesanales y regionales, para los cerveceros caseros una opción de depósito, el anfitrión da unos consejos profesionales. Una tienda de cerveza profesional, ¡inscríbenme!”, Rysiek. Horario: lunes a viernes: 13:00 – 21:00, sábado: 10:00 – 21:00, tel. 788 049 778",SR NP 
81,APRECIA,50.665846,17.924758,N&apos;602,"„Un espacio de interacción entre el arte, la cultura y la gente llevado a cabo por una artista comprometida. Espero que su proyecto „Naturaleza en la ciudad/ cambiocontinúodeplantas” eche raíces”, Aga. tel. 792 805 079 ",SR NP 
80,APRECIA,50.66643,7.931450,Mandala,"“El boutique que ha nacido como la rebelión contra las cadenas de tiendas, donde se apuesta por el estilo individual y la creatividad. El interior excepcional, los alimentos orgánicos, la ropa única en su género. ¡Exprésate a través de Mandala!”, Maja. Horario: lunes a viernes: 10:00 – 18:30, sábado: 10:00 – 15:00, tel. 604 500 724",SR NP 
79,APRECIA,50.669482,17.921840,Librería Niebieski Kredens,"„Un lugar pequeño y acogedor para rebuscar libros en el ritmo slow. Juegos de mesa para alquilar, postales originales, una estantería llena de ofertas y el servicio muy amable. ¡Allí quiero estar!”, Marta. Horario: lunes a sábado: 10:00 – 18:00, tel. 77 467 71 53",SR NP 
78,APRECIA,50.668702,17.926899,Librería Mała,"„Es una especie en peligro de extinción en el que el vendedor es un librero con pasión bibliófila. Miles de libros, unas „perlas” de anticuario (también discos de vinilo) y publicaciones regionales”, Krzysztof. Horario: lunes a viernes: 10:00 – 18:00, sábado: 10:00 – 14:00, tel. 77 454 77 22",SR NP 
