1,Must see,50.66221,17.92655,The PKP Railway station ,"A building constructed at the turn of the XIX and XX centuries with a beautiful concourse.  The characteristic traits include the layout of platforms, which are not placed in a line, but form an arc, as well as the ""telephone effect"" - the acoustics of the building, which makes it possible to hear a conversation of people at the opposite corner of the building. The recently renovated waiting room includes elegant chandeliers, marble floors and restored wall paintings. ",SR,0,
2,Must see,50.66549,17.9277,Daszyńskiego Square,"The Friedrichplatz until 1945. A charming square with a well thought out architecture of benches, flowery parterres and street lights. The center of the square features a fountain built in 1907, which is lit in the evenings. Cerest, the goddess of harvest rises above the symbolic sculptures on a shell pedestal.",SR NP,0,
3,Must see,50.66708,17.92293,The bus stop at Plac Wolności ,"At the location of a former hackney shop prior to the II World War, a reinforced-concrete bus shelter was built at the turn of the 60s and 70s, designed by Florian Jesionowski, an architect from Opole. Currently, the sculpture-structure is a taxi stop and the intriguing monolithic form underlined in the evenings with cold-white lighting resembles the Star Trek spaceship.",NP,0,
4,Must see,50.66597,17.92233,Grosz Bridge,"Built around 1906. Also referred to as the ""Green Bridge"" due to its colour. It is located in the western part of Plac Wolności. A fee of 1 Grosz – hence the name – used to be charged for crossing the bridge.  The fee was charged by a fee collector, for whom a house was built next to the bridge. The house was constructed under a branchy hornbeam and referred to at the time as ""The Swiss House."" Today it is home for the famous ""Grabówka"" Creperie.  ",NP,0,https://www.facebook.com/pages/Most-Groszowy/435633756491854?fref=ts
5,Must see,50.66653,17.9193,Castle Lake,"An ideal place for a walk. Today, it is possible to have a tasty dinner in the monumental Ice House, which was the office of the Ice-skating Society. The fountain over the lake charms the visitors with a spectacle of lights, sounds and water.",SR NP,4.4,https://www.facebook.com/pages/Stawek-Barlickiego/569327193101221
6,Must see,50.66723,17.9197,Piastowska Tower,"Prevailing over the amphitheatre, the tower is the only remnant of the old Piastowski Castle and one of the oldest monuments of the middle-age defence architecture in Poland. After overcoming 163 steps, it is possible to admire the vast panorama of the city from the top of the tower. It is worth it!",SR,5,https://www.facebook.com/pages/Wie%C5%BCa-Piastowska-w-Opolu/278239232359953
7,Must see,50.66859,17.9201,The Venice of Opole,"Charming tenement houses constructed on the foundations of defensive walls over the Młynówka Channel, formerly an important trans-shipment port, irresistibly lead to associations with the famous Italian city. The historical houses, reflected in the water, lightened in the evenings by subtle lighting produce an attractive sight and a photo scenery.",NP,5,https://www.facebook.com/pages/Wenecja-Opolska/359905244064532?fref=ts
8,Must see,50.66965,17.91987,Holy Cross Cathedral,"The Cathedral is interesting from the outside due to its gothic architecture, however it is also worth to visit it on the inside. It features a baptismal font from the 15th century with the emblem of Opole, renowned painting of Our Lady of Opole, gravestone of the last Piast of Opole, Jan Dobry as well as the genealogical tree of the Piast dynasty in Opole from approx. 1700.",,0,http://www.katedra.opole.pl/news.php
9,Must see,50.66853,17.9207,Szpitalna street,"The oldest street in Opole. A Jewish synagogue built in 1841, which lasted throughout the “noc kryształowa” (Crystal Night) and the II World War was located at Szpitalna 1, a building which is now the property of the TVP Opole television station. The contemporary ""Caritas"" House of Social Service is the former hospital of Saint Alexander constructed in 1400. ",NP OO,0,
10,Must see,50.667681,17.922161,St. Trinity Church/ Monastery oo Franciscans ,"The history of this church reaches XIII century - discover it from the inside! St. Anna’s chapel hides the graves of the Piast royals, available for viewings. Touring for the monastery’s undergrounds are accompanied with the tour guide.",,0,http://www.opole.franciszkanie.pl/
11,Must see,50.6686,17.92232, The Market Square ,"A typical medieval shape with the City Hall erected in 1864 and rebuilt in 1936 in the imitation of the Palazzo Vecchio in Florence. On the west side, the building no.1 is the location of a tenement house preserved since medieval times, referred to as ""The Prince Tenement House"" or ""Pod Lwem"" (Under the Lion, named after the sculpture on the wall). The east side includes the Aleja Gwiazd Polskiej Piosenki (the Alley of Stars of the Polish Song), which is developed since 2004, and in the summer season, it is the location of Muzyczny Kiosk (Musical Kiosk), in which it is possible to listen to the music of Polish artists. In summer, the Market Square is the location of concerts from the ""Opole Akustycznie"" (Opole - Acoustically) series.",SR NP WF OO CL,4,https://www.facebook.com/pages/Rynek/271046269581312?fref=ts
12,Must see,50.66856,17.92372,The tenement house ,"A house from the end of the XIX century located near the Market Square is the property of the Muzeum Śląska Opolskiego (Museum of Opole Silesia). The renovated tenement house offers visitation of five quarters, the middle-class interiors of which, dating back to 1890-1960 were restored and make it possible to see the living conditions of an average citizen of Opole from those times.",,0,
13,Must see,50.66913,17.92579,The University Hill ,"Amongst the well-tended greenery, it is possible to see and admire many interesting monument structures, such as the Chapel of St. Wojciech with its epitaph tablets from 1625 placed in front of the door, the baroque Column of Mary, St. Christopher's Monument, the legendary well of St. Wojciech or a set of female statues symbolizing the four seasons. The eastern part includes the Artist's Square, where some contemporary statues of prominent Polish poets (Agnieszka Osiecka), singers (Marek Grechuta) and people of the theatre (Jerzy Grotowski) can be found, as they were associated with Opole due to their profession.",SR NP,0,
14,Must see,50.675816,17.93444,Water pressure Tower ,"Rises the pressure…although currently it is on a hydraulic retirement, its beautiful shape and rich decorations are still eye catching. A true Mis Brick of architecture!",,0,https://www.facebook.com/pages/Wie%C5%BCa-ci%C5%9Bnie%C5%84-w-Opolu/677625412352243?fref=ts
15,Must see,50.65674,17.932,Jewish Cemetery ,"A cemetery of the Jewish society founded in 1822 in Nowa Wieś Królewska, near the current ul. Graniczna. On an area of 0.3 ha, 150 graves are preserved, the oldest of which dates back to 1822. In 1840, Margaliot Schnitzer, grandmother of Emin Pasza - a popular traveller, doctor and politic, was buried at the cemetery. A characteristic hall of fame of the Opole Jews, where rabies, merchants, doctor, lawyers and entrepreneurs lay side-by-side.",,0,https://www.facebook.com/pages/Cmentarz-%C5%BCydowski-w-Opolu/425687477563421?rf=1523195921278186
