3,ПОБАЧ,50.66708,17.92293,Автобусна зупинка біля пл. Вольності,"«Архітектурна перлина! Мало хто знає, що у ХІХ столітті недалеко був збудований кінський фонтан, який слугує поїлкою для тварин», Бартек. «Вночі це місце виглядає як космічний корабель, з якого автобус домчить  вас по серпанку до дому», Гжещєк.",SR NP 
12,ПОБАЧ,50.66856,17.92372,"Кам’яниця чиншова , вул. Св. Войцеха 9","“ Скансен Muzeum Wsi Opolskiej – п’ять помешкань , кожне оформлене в стилі періоду 1890 – 1960 років . Контакт із “ живою “ історією для цілої родини “, Марцін і Сильвія ",SR NP 
26,ВІДВІДАЙ ,50.67420,17.93153,"Кінотеатр Конесера, пл. Коперніка 17","«Я доповідаю щочетверга і то в темряві – в буквальному сенсі. Я впевнений, що побачу оригінальний фільм, котрий буду дивитися в компанії інших поціновувачів», Даміан. тел. 77 402 50 30",SR NP 
41,ПОСМАКУЙ ,50.665464,17.924735,Delikatesy,"«Інноваційний гастрономічний комплекс… без комплексів. В одному місці зібрано шість різних видів кухні, відкритих від ранку до ночі, в яких кожен знайде для себе делікатес до смаку.», Іза. Відчинено: пн.-нд. 6:00 – до ночі. ",SR NP 
49,ПОСМАКУЙ ,50.67195,17.92762,Quchnia,"«Зайди голодним – вийди щасливим . В перерві між заняттями , протягом насиченого дня, Quchnia як оазис у пустелі – повертає до життя . Смачно , недорого і сито», Славек Відчинено: пн.- сб. 08:00 – 20:00.нд. 11:00 – 20:00, тел.77 441 30 00",SR NP 
87,ВИДІЛЕНА АМО 2017 ,50.667446,17.923948,"Магазин «Wędliny», вул. Краковська, 25 ","«Званий «кафелем», магазин рятує їжею та напоями під час нічних мандрівок. А за стійкою яскрава особистість, яка запам’ятовується довше, ніж сама вечірка». , Лукаш. тел.774 544 421",SR NP 
86,ВИДІЛЕНА АМО 2017 ,50.664676,17.924350,"Rowerownia, вул. Краковська, 34А","«Громадська велосипедна майстерня. Завдяки накопиченню інструментів та аксесуарів можна в них «покопатися» і поспілкуватися в опольському середовищі циклістів». , Піотр. ",SR NP 
85,ВИДІЛЕНА АМО 2017 ,50.665480,17.931374,"«Родзинка», вул. Таргова, 9, магазин № 43-44","« Бакалійове запаморочення! Під’ їдаю вже під час покупки. У невеличкому приміщенні багатство продуктів для здоров’я + безкоштовна бесіда з власником. Незрівнянний такий…родзинка!» , Єва. Відчинено: пн.- пт. 9:00 – 17:00, сб. 9:00 – 14:00, тел. 880 649 772",SR NP 
84,ВИДІЛЕНА АМО 2017 ,50.668287,17.923138,"Рамарня, вул. Краковська, 1","«Оздобити мистецтво в рамки – справа не з легких. Неповторним методом поєднуються тут професійне ремесло з картинною галереєю та творчою майстернею». , Моніка. Відчинено: пн.- пт. 10:00 – 18:00, сб. 10:00 – 14:00, тел. 731 131 213",SR NP 
83,ВИДІЛЕНА АМО 2017 ,50.667296,17.926953,"Перукарня «Ale Włosy», вул. Озімська, 14-16, ІІ п. 203","« Через перукарську справу майстерня реалізує мрії, свої та інших. Працівники діляться своїми навиками з потребуючими, а їхні дії заслуговують захвату. Без жодного «але»!», Каро. Відчинено: пн.- пт. 10:00 – 18:00, сб. 10:00 – 14:00, тел. 77 454 75 20",SR NP 
82,ВИДІЛЕНА АМО 2017 ,50.680265,17.947194,"Крафтове Пиво - RETRO, вул. Битнара Рудего, 12А","«Полички прогинаються від антикварного та регіонального пива, для домашніх пивоварів депозит, а господар служить фаховим порадником. Справжня пивотека – запишіть мене!» , Рисек. Відчинено: пн. – пт. 13:00 – 21:00, сб.10:00 – 21:00",SR NP 
81,ВИДІЛЕНА АМО 2017 ,50.665846,17.924758,"N’602, вул. Кракoвська, 37/602","« Простір взаємодії мистецтва, культури та людей під керівництвом запрошеної мисткині. Вважаю, що її проект «Природа у місті/цілорічнийобмінрослин» пустить корені». , Ага. тел. 792 805 079 ",SR NP 
80,ВИДІЛЕНА АМО 2017 ,50.66643,7.931450,"«Mandala», вул. Костюшка, 31","«У зв’язку з бунтом мережі магазинів з’явився бутик, в котрому опираються на індивідуальний стиль та креативність. Винятковий інтер’єр, органічна їжа, унікальні вбрання. Висловлюйся Мандалою!» , Майя. Відчинено: пн.- пт. 10:00 – 18:30, сб. 10:00 – 15:00, тел. 604 500 724",SR NP 
79,ВИДІЛЕНА АМО 2017 ,50.669482,17.921840,"Книгарня «Niebieski Kredens», вул. Князів Опольських, 1","«Камерне місце для нишпорення поміж книг у ритмі слів. Настільні ігри на прокат, автентичні аркуші, креденс повен акціями і люб’язним обcлуговуванням. Тут хочеться бути!» , Марта. Відчинено: пн.- сб. 10:00 – 18:00, тел. 77 467 71 53",SR NP 
78,ВИДІЛЕНА АМО 2017 ,50.668702,17.926899,"Kнигарня «Mała», Коперніка, 9","«Рідкість, коли продавець – книгар із запалом бібліофіла. Тисячі назв, антикварні «перлинки» (також вінілові пластини) і регіональні публікації…Мала, не піддавайся!» , Кшиштоф. Відчинено: пн.-пт. 10:00 – 18:00, сб. 10:00 – 14:00, тел. 77 454 77 22",SR NP 
77,ВИДІЛЕНА АМО 2017 ,50.666238,17.928123,"Iнститут психофізичних вправ «Zen», вул. Костюшки, 17","«Енергетичний вдих і видих. Спеціалісти з пристрастю допомагають у досягненні внутрішньої рівноваги. Заняття стимулюють тіло та розум до пошуку власного дзен». , Ванда. Відчинено: пн.- пт. 16:00 – 20:00, тел. 696 422 792",SR NP 
76,ВИДІЛЕНА АМО 2017 ,50.664574,17.924532,"Комора/ KrakOFFska, вул. Кракoвська, 36","«Комісійний магазин, створений людьми для людей. Купуючи за гроші, надаєш речам друге життя і допомагаєш соціально корисною ініціативою. У цьому є зміст!» , Мартін. Відчинено: пн.- пт. 11:00 – 16:00, сб. 11:00 – 14:00, тел. 536 404 835",SR NP 
