1,Zobacz,50.66221,17.92655,Dworzec PKP,Po renowacji w nowej odsłonie! Piękne wnętrza i udogodnienia dla podróżujących. Akustyka gmachu - „efekt telefonu” do weryfikacji w hali głównej.,SR,0,
2,Zobacz,50.66549,17.9277,Plac Daszyńskiego,"Oaza zieleni w środku miasta! Ukwiecone klomby, rzeźbione latarnie, liczne ławki. W centrum fontanna „opolska Ceres” skrywa historie miasta. Zachwyca o każdej porze dnia i roku.",SR NP,0,
3,Zobacz,50.66708,17.92293,Przystanek autobusowy przy placu Wolności,Bolą Cię nogi? Tu złapiesz taksówkę. Nieziemski wygląd projektu Floriana Jesionowskiego + bonus: wieczorna iluminacja. Symbol „miasta cementu” niczym kosmiczny Star Trek!,NP,0,
4,Zobacz,50.66597,17.92233,Most Groszowy,Pytaj o „Zielony mostek”. Miejsce „must be” dla każdego! Secesyjna konstrukcja z widokiem na promenadę. Kiedyś za jeden grosz - dziś przejście bezpłatne!,NP,0,https://www.facebook.com/pages/Most-Groszowy/435633756491854?fref=ts
5,Zobacz,50.66653,17.9193,Staw Zamkowy,"Drewniany Domek Lodowy – relikt przeszłości w świetnym stanie. Arena mistrzostw Niemiec w łyżwiarstwie figurowym w 1934r. Fontanna - spektakl dźwięku, światła i wody (godz.12:00, 18:30, 21:30). Udany spacer!",SR NP,4.4,https://www.facebook.com/pages/Stawek-Barlickiego/569327193101221
6,Zobacz,50.66723,17.9197,Wieża Piastowska,Lubisz oglądać świat z lotu ptaka? „Strażnica na Pasiece”- znak czasu i symbol Opola. 163 stopnie do wspaniałego widoku! Dodatkowa atrakcja - pokaz multimedialny podczas zwiedzania.,SR,5,https://www.facebook.com/pages/Wie%C5%BCa-Piastowska-w-Opolu/278239232359953
7,Zobacz,50.66859,17.9201,Opolska Wenecja,Nie musisz jechać do Włoch… Klimat Wenecji nad opolską Młynówką! Odrestaurowane kamienice nad kanałem po zmroku cudnie oświetlone.  Koniecznie zrób zdjęcia!,NP,5,https://www.facebook.com/pages/Wenecja-Opolska/359905244064532?fref=ts
8,Zobacz,50.66965,17.91987,Katedra Św.Krzyża,"Najwyższa budowla w mieście! Do zobaczenia: barokowe ołtarze, obraz Matki Boskiej Opolskiej otoczony kultem, kamienna chrzcielnica z herbem Opola z XV wieku, kaplica z grobowcem księcia Jana Dobrego. Miejsce do zadumy!",,0,http://www.katedra.opole.pl/news.php
9,Zobacz,50.66853,17.9207,ul.Szpitalna,"Skręć w nią koniecznie! Ukryte ślady historii - średniowieczne łaźnie, rzeźnie, magazyny zbożowe, dawna synagoga. Tutejsze restauracje kuszą zapachami. Święty Aleksy w kaplicy na rogu czuwa i zaprasza!",NP OO,0,
10,Zobacz,50.667681,17.922161,Kościół Świętej Trójcy / Klasztor oo.Franciszkanów,Historia Kościoła sięga XIII wieku - odkryj ją we wnętrzu! W kaplicy św. Anny groby Piastów do zobaczenia. Na terenie klasztoru zwiedzanie podziemi z przewodnikiem.,,0,http://www.opole.franciszkanie.pl/
11,Zobacz,50.6686,17.92232,Rynek/Ratusz,"Serce miasta - miejsce imprez i codziennych spotkań. Architektoniczny zawrót głowy – eklektyczny styl, kamienica „Pod Lwem”, sklepienie z lunetami… Aleja Gwiazd pod stopami!",SR NP WF OO CL,4,https://www.facebook.com/pages/Rynek/271046269581312?fref=ts
12,Zobacz,50.66856,17.92372,Kamienica czynszowa,"Muzeum Śląska Opolskiego zaprasza. Pięć mieszkań - odtworzone wnętrza z XIX-XX wieku. Lodówka bez prądu, starodawne meble, żeliwne piece, nietypowe bibeloty z przeszłości. Poczuj się jak mieszczanin sprzed lat!",,0,
13,Zobacz,50.66913,17.92579,Wzgórze Uniwersyteckie,"Liczne zabytkowe rzeźby, w tym „Strażnik czystej wody” przy studni św. Wojciecha. Na Skwerze Artystów posągi znanych twórców zapraszają do zdjęcia. Odkryj bogactwo tego miejsca!",SR NP,0,
